desciption1,desciption2
ไผ่กวนอิมเป็นต้นไม้ชนิดหนึ่งที่ได้รับความนิยมในการนำมาใช้เสริมพลังฮวงจุ้ย ไม่ว่าจะปลูกไว้ในกระถางหรือตั้งประดับทั่วไป เพราะไผ่กวนอิมหาซื้อได้ง่ายไม่ว่าจะตามร้านขายต้นไม้ ซูเปอร์มาร์เก็ต หรือแม้แต่จะเห็นว่ามีพ่อค้า แม่ค้าหาบต้นไผ่กวนอิมมาขายโดยเฉพาะเลยก็มี แต่รู้หรือไม่ว่าเราจะปลูก ประดับ หรือใช้ไผ่กวนอิมอย่างไรให้ได้ผลหรือตรงกับศาสตร์ฮวงจุ้ยอย่างแท้จริง และนี่คือวิธีใช้ไผ่กวนอิมถูกต้องตามศาสตร์ฮวงจุ้ย,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
ว่านเศรษฐีเรือนนอกเป็นไม้กอขนาดเล็ก มีหัวอยู่ใต้ดิน ไม่มีลำต้น ใบแตกกระจายออกเป็นพุ่มอยู่เหนือดิน ใบแกมขนานคล้ายใบตะไคร้ แต่สั้นกว่ามาก มีใบด่างขาว หรือขาวนวลที่ริมใบ ลักษณะอื่นๆ จะเหมือนเศรษฐีเรือนกลางคือ เมื่อใบยาวเต็มที่จะโค้งงอลงดิน เมื่อโตเต็มที่จะมีไหลเหนือดินแตกเป็นต้นใหม่ได้,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
ว่านเศรษฐีเรือนใน ถูกตั้งชื่อเด่นในด้านการเสริมโชคเสริมลาภตามคำที่ว่า เศรษฐี โดยคำว่า เศรษฐี ตั้งมาจากลักษณะเด่นของแถบสีเหลืองอ่อนหรือสีครีมบนใบที่แสดงถึงความมั่งมี ศรีสุข และแถบสีนี้ยังหมายถึงคำว่า เรือน ด้วยเช่นกัน ส่วนคำว่า ใน ตั้งตามตำแหน่งของแถบสีเหลืองอ่อนหรือสีครีมที่อยู่บริเวณกลางใบหรือด้านในของใบ (ด้านใน) โดยมีแถบสีเขียวล้อมรอบอยู่ด้านนอก,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
พลูด่าง (Epipremnum aureum) จัดเป็นไม้ดอกไม้ประดับประเภทไม้เลื้อยที่นิยมปลูกมากชนิดหนึ่ง ทั้งปลูกในแปลงจัดสวน ปลูกในกระถาง และปลูกในแจกัน เนื่องจากให้ใบดก ใบมีสีสันสวยงาม เติบโตได้ดีในทุกสภาพ และดูแลง่าย,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
เขียวหมื่นปีเป็นไม้ประดับที่นิยมนำมาปลูกเป็นไม้กระถางภายในบ้านเรือน หรือเป็นไม้ประดับภายในอาคารสำนักงาน ด้วยจุดเด่นที่เป็นพืชที่ปลูกเลี้ยงง่าย ไม่ต้องการการดูแลเอาใจใส่มาก ทนทาน แม้ในที่ที่มีสภาพแห้งแล้งและความชื้นต่ำ รวมทั้งสามารถเจริญงอกงามได้ในที่ที่มีแสงสว่างเพียงเล็กน้อย,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
เยอบีร่า อยู่ในวงศ์ Compositae เป็นชื่อที่เรียกทับศัพท์ชื่อสามัญของภาษาอังกฤษซึ่งชาวสวนรู้จักกันในชื่อ “ เยีย ” ชนิดที่มีการปลูกมาก ได้แก่ Gerbera jamesonii Daisyเป็นชื่อที่ได้มาจากแคว้นทรานสเวลในอัฟริกาใต้ ซึ่งเป็นลูกผสมระหว่าง Gerbera jamesonii และ G. viridifloriaต้นเยอบีร่าที่ปลูกเป็นไม้ประดับตามอาคารสถานที่ต่างๆ ได้รับการพิสูจน์แล้วว่ามีความสามารถสูงในการดูดสารพิษจากอากาศภายในอาคาร มีอัตราการคายน้ำสูงประกอบกับมีความสวยงาม,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
ชื่อภาษาอังกฤษคือ Rubber Plant หรือ India Rubber Fig พอมาเป็นภาษาไทยจึงถูกเรียกว่า ‘ยางอินเดีย’ แต่บางพื้นที่ก็เรียกทับศัพท์ว่า ‘ต้นยางลบ’ เป็นไม้ยืนต้นที่มีถิ่นกำเนิดที่อินเดียและมาเลเซีย อยู่ในวงศ์ Monraceae ที่อยู่ในเขตร้อนและกึ่งเขตร้อนอย่างเช่นมะเดื่อ บันยัน สาเก และหม่อน,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
ไม้พุ่ม สูง 1 เมตร ผิวลำต้นหยาบ ขรุขระ สีเทาอ่อน ใบเดี่ยวแบบตรงข้าม ใบรูปรี กว้างประมาณ 1.5-2.5 เซนติเมตร ยาวประมาณ 5 เซนติเมตร ใบสีเขียวอ่อนอมเหลืองถึงสีเหลืองทอง ปลายใบแหลม โคนใบสอบเรียว ขอบใบเรียบ ดอกช่อแบบช่อวงแถวเดี่ยว กลิ่นหอม ออที่ปลายยอด กลีบเลี้ยง 6 กลีบ สีเขียวกลีบดอก 5  กลีบ สีม่วงอ่อน เกสรเพศผู้ 5 เกสร เกสรเพศเมีย 1 อัน ผลเดี่ยว ผลสด เมล็ดเดี่ยวแข็ง ผลอ่อน,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
"""ต้นแก้วแคระอินโด"" หรือ ""แก้วแคระมหามงคล""  มีลักษณะใบกลมรี เล็ก ละเอียด เงามัน เป็นไม้พุ่มแน่น มีลักษณะพุ่มกลม หรือใกล้เคียงทรงกลม เป็นไม้แคระ โตช้า เหมาะสำหรับทำบอนไซ จะนำไปดัดเข้าลวด หรือ จะตัดแต่งเป็นพุ่มกลม รูปทรงต่าง ๆ หรือไม่ก็ได้ ตามความชอบส่วนบุคคล แต่หากต้องการเพาะเลี้ยงไว้ เพื่อชมความงามของดอกแก้วสายพันธุ์นี้ เป็นที่รู้กันว่าออกดอกยากมาก ๆ และอาจจะไม่มีโอกาสได้เห็นบ่อยนัก เพราะเนื่องจากความแคระของต้น ทำให้ติดดอกตูมยังไม่ทันบาน ดอกก็ร่วงโรยหมด",เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
"แสงจันทร์ เป็นต้นไม้มงคลที่มีใบสวยโดดเด่น จะสะท้อนแสงสีนวลเมื่อโดนแสงจันทร์ โดยทั่วไปมีชื่อสามัญเรียกกันหลากหลาย ทั้ง Lettuce tree, moonlight tree, Cabbage Tree, Lady-love และ Pisonia ดังนั้นหากเกิดความสับสน ก็สามารถเข้าใจตรงกันได้ด้วยชื่อวิทยาศาสตร์ที่ว่า Pisonia grandis R. Br. โดยต้นแสงจันทร์มีถิ่นกำเนิดอยู่ที่อเมริกาเขตร้อน จากนั้นก็แพร่พันธุ์มาที่ศรีลังกาและฟิลิปปินส์ในตอนหลัง จนสุดท้ายก็กระจายไปทั่วเอเชียตะวันออกเฉียงใต้ รวมถึงในประเทศไทยด้วยนั่นเอง",เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
ไผ่เงิน มีชื่อวิทยาศาสตร์ว่า Thyrsostachys siamensis Gamble เป็นพืชจำพวกไผ่ มีขนาดเล็กลำต้นสีเขียว มองเห็นข้อปล้องชัดเจน ใบ มีลักษณะเป็นใบเดี่ยว ปลายแหลม ขอบค่อนข้างเรียบ ผิวใบค่อนข้างสาก มีสีเขียวสลับกับแถบสีขาว ดอก มีลักษณะเป็นช่อเรียงตัวแน่น ไผ่เงิน มีถิ่นกำเนิดในประเทศไทยจึงไม่พบในต่างประเทศ การเลี้ยงดูควรให้น้ำทุกวันและนำออกแดดจัดสัปดาห์ละ 1-2 ครั้ง,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
เป็นพรรณไม้ยืนต้นขนาดเล็ก ลักษณะเป็นพุ่มเตี้ย ลำต้นสูง1-3 เมตร ผิวลำต้นมีสีขาวเทา แตกกิ่งก้านออกใบรอบต้นใบเป็นใบเดี่ยว แตกออกเป็นคู่ตรงกันข้าม ตามข้อของกิ่ง ลักษณะของใบเป็นรูปมนรี ปลายใบแหลม ผิวใบเรียบสีเขียวยาว 8-12 ซม. ดอกเป็นดอกเดี่ยว ออกตามปลายยอดหรือปลายกิ่ง ช่อหนึ่งมี 5-6 ดอก แล้วแต่ชนิดพันธุ์ ดอกมีกลิ่นหอมสีขาวหรือเรียงเป็นชั้นเดียวแล้วแต่ชนิดพันธุ์ ดอกบานมีความโต 2-5 ซม. ออกผลเป็นฝักรูปกระบอกแหลมโค้ง ภายในมีเมล็ด 3-5 เมล็ด,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
พุดศุภโชค หรือบางท่านเรียก “พุดศรีลังกา” เป็นไม้พุ่มเตี้ย สูงไม่เกิน 1.5-2 ฟุต แตกกิ่งก้านต่ำ หนาแน่น ใบเป็นใบเดี่ยว ออกเวียนสลับถี่บริเวณปลายกิ่ง ใบเป็นรูปใบหอก ปลายแหลม โคนสอบ หรือป้าน ใบมีขนาดเล็กกว่าใบพุดทั่วไป เป็นสีเขียวสด เวลาใบดกจะเป็นพุ่มหนาแน่น สามารถตัดแต่งให้อยู่ในรูปทรงที่ต้องการได้สวยงามมาก,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
ไม้ล้มลุก พืชบก กลางแจ้ง สูง 35 เซนติเมตร รูปโคนสามเหลี่ยม ลำต้น เหนือดิน ตั้งตรงได้เอง ผิวเป็นชั้นเรียบ เห็นข้อปล้องชัดเจน ไม่มียาง ใบเดี่ยว ใบอ่อน สีเขียวอ่อนปนเหลือง ใบแก่สีเขียวเข้มปนเหลืองอ่อน กว้าง 3 เซนติเมตร ยาว 35 เซนติเมตร ผิวเรียบเป็นมัน เรียงสลับบนลำต้น รูปคล้ายเคียว ปลายใบแหลมคล้ายหอก โคนใบรูปเหลี่ยม ขอบใบเรียบ ออกดอกเป็นดอกเดี่ยว สีขาว ออกดอกปลายยอด กลีบดอกสีขาว เกสรตัวผู้ 5 อัน สีขาว เกสรตัวเมีย 1 อัน สีชมพู รังไข่ใต้วงกลีบ กลิ่นฉุน กลีบดอกติดกัน,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
เป็นพันธุ์ไม้ล้มลุกที่มีลำต้นใต้ดิน หัวมีสีเหลืองออกน้ำตาล มีรากใหญ่และแข็งแรง ใบมีลักษณะเป็นใบรีรูปขอบขนาน ปลายใบแหลม โคนใบมนหรือตัดห่อตัวเข้าหาก้านใบ ขอบใบเรียบเป็นคลื่นเล็กน้อย พื้นใบสีเขียวเข้มเป็นมัน มีลายเส้นริ้วคล้ายก้างปลาพาดทั้งสองข้างของแผ่นใบ เมื่อใบอ่อน เส้นพาดจะมีสีชมพู เมื่อแก่จะจางลงเป็นสีขาว จึงได้ชื่อว่าว่านสามกษัตริย์ ท้องใบมีสีม่วงแดง ลักษณะใบกว้าง แข็งและก้านใบยาว ดอกสีขาว ออกเป็นช่อแบบช่อเชิงลดที่ปลายกิ่ง มีกาบรองดอกตั้งแต่สองใบขึ้นไปดอกย่อยมี กลีบเลี้ยงไม่เชื่อมติดกันชั้นของกลีบดอกเป็นท่อ แบ่งเป็นกลีบ 2-3 กลีบ โดยมีหนึ่งกลีบที่โค้งงอลง,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
ประเภท: ไม้พุ่มล้มลุก อายุหลาย ความสูง: สูงได้ถึง 2 เมตร ลำต้น: แตกกอ มีรากขนาดใหญ่ออกตามข้อใบ: ใบเดี่ยว เรียงเวียนรอบเป็นเกลียว ใบรูปแถบ กว้าง 4 – 6 เซนติเมตร ยาว 0.60 – 1.50 เมตร ปลายใบเรียวแหลม ขอบใบเรียบ ไม่มีหนามแหลม แผ่นใบหนาสีเขียว มีแถบด่างสีเหลืองอ่อนที่กึ่งกลา,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
ต้น เฟินดินหรือเฟินอิงอาศัย ลำต้นเป็นเหง้ายาว ปกคลุมด้วยเกล็ด เกล็ด ขนาดเล็ก ปลายเรียวยาวเป็นหาง ขอบมีขน  สีน้ำตาลดำ ใบ ใบประกอบแบบขนนกชั้นเดียว ก้านใบยาวได้ถึง 40 เซนติเมตร สีน้ำตาล ผิวใบเป็นมัน ขอบใบหยักลึก 2-4 คู่ เส้น ใบย่อยเห็นไม่ชัดเจนสานเป็นช่องร่างแห มีเส้นใบในช่องร่างแห เนื้อใบหนาเหนียว,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
